order_item_id,order_id,product_id,quantity,price_per_unit
4286,4286,200,5,65.62
4287,4287,56,5,632.94
4288,4288,238,3,426.83
4289,4289,523,1,148.95
4290,4290,426,1,637.06
4291,4291,619,1,532.38
4292,4292,392,2,341.52
4293,4293,734,4,52.81
4294,4294,586,2,557.55
4295,4295,94,4,649.06
4296,4296,364,3,629.12
4297,4297,57,4,149.85
4298,4298,696,5,326.43
4299,4299,178,5,150.72
4300,4300,682,5,552.25
4301,4301,754,1,693.57
4302,4302,687,1,94.34
4303,4303,345,4,589.89
4304,4304,214,3,599.4
4305,4305,455,1,167.94
4306,4306,231,4,150.38
4307,4307,726,3,225.99
4308,4308,120,3,62.84
4309,4309,247,3,33.15
4310,4310,354,1,119.34
4311,4311,123,5,41.82
4312,4312,279,5,740.85
4313,4313,636,2,341.67
4314,4314,104,5,266.49
4315,4315,658,2,288.92
4316,4316,630,2,210.0
4317,4317,453,4,320.4
4318,4318,190,5,723.63
4319,4319,330,1,233.25
4320,4320,666,1,330.25
4321,4321,713,5,501.99
4322,4322,566,1,184.25
4323,4323,421,3,606.99
4324,4324,717,2,200.04
4325,4325,257,2,734.46
4326,4326,662,1,341.44
4327,4327,744,3,162.7
4328,4328,167,4,677.4
4329,4329,133,5,37.58
4330,4330,358,2,200.22
4331,4331,59,3,731.89
4332,4332,451,4,393.62
4333,4333,277,3,641.41
4334,4334,107,2,64.75
4335,4335,421,5,606.99
4336,4336,105,4,693.76
4337,4337,43,2,125.06
4338,4338,349,3,598.95
4339,4339,557,2,359.19
4340,4340,196,2,465.0
4341,4341,172,5,560.85
4342,4342,83,1,104.94
4343,4343,175,4,206.62
4344,4344,398,3,205.53
4345,4345,361,2,425.49
4346,4346,297,1,134.91
4347,4347,655,3,179.91
4348,4348,105,2,693.76
4349,4349,214,1,599.4
4350,4350,489,1,35.55
4351,4351,729,3,401.64
4352,4352,438,3,488.24
4353,4353,334,1,506.19
4354,4354,78,1,337.45
4355,4355,80,1,184.32
4356,4356,611,5,114.16
4357,4357,511,2,587.37
4358,4358,620,5,222.08
4359,4359,567,5,591.72
4360,4360,587,4,404.89
4361,4361,255,3,359.34
4362,4362,368,5,715.61
4363,4363,709,1,438.99
4364,4364,109,3,659.04
4365,4365,245,5,165.96
4366,4366,354,3,119.34
4367,4367,738,2,94.14
4368,4368,551,4,376.97
4369,4369,108,3,99.07
4370,4370,452,5,71.18
4371,4371,22,1,352.22
4372,4372,522,1,547.75
4373,4373,701,1,518.75
4374,4374,645,3,330.33
4375,4375,667,3,148.63
4376,4376,761,4,318.83
4377,4377,217,2,326.55
4378,4378,359,1,191.3
4379,4379,733,4,51.21
4380,4380,108,3,99.07
4381,4381,704,2,128.88
4382,4382,301,3,713.17
4383,4383,375,2,484.85
4384,4384,45,5,451.74
4385,4385,222,4,707.37
4386,4386,23,3,357.6
4387,4387,239,4,402.19
4388,4388,459,3,285.69
4389,4389,397,5,219.34
4390,4390,197,2,367.33
4391,4391,25,3,698.25
4392,4392,204,5,164.5
4393,4393,57,4,149.85
4394,4394,563,3,123.14
4395,4395,219,3,381.78
4396,4396,63,1,627.35
4397,4397,549,1,699.27
4398,4398,486,1,397.67
4399,4399,640,2,67.17
4400,4400,82,5,17.48
4401,4401,450,1,289.17
4402,4402,421,1,606.99
4403,4403,635,4,214.32
4404,4404,653,5,140.56
4405,4405,139,2,648.67
4406,4406,305,1,640.9
4407,4407,158,2,637.22
4408,4408,377,2,740.09
4409,4409,433,5,245.94
4410,4410,109,1,659.04
4411,4411,449,5,158.18
4412,4412,493,5,412.23
4413,4413,735,2,89.0
4414,4414,218,1,459.94
4415,4415,64,5,330.33
4416,4416,523,1,148.95
4417,4417,55,3,93.27
4418,4418,56,4,632.94
4419,4419,346,2,357.57
4420,4420,380,2,136.44
4421,4421,375,2,484.85
4422,4422,201,3,166.74
4423,4423,469,2,513.62
4424,4424,529,4,506.65
4425,4425,395,2,71.39
4426,4426,545,3,722.94
4427,4427,282,4,569.01
4428,4428,420,2,651.48
4429,4429,81,3,648.56
4430,4430,325,3,72.97
4431,4431,314,5,522.81
4432,4432,373,1,91.26
4433,4433,471,2,274.08
4434,4434,161,4,298.32
4435,4435,563,5,123.14
4436,4436,586,1,557.55
4437,4437,414,1,153.51
4438,4438,436,5,162.69
4439,4439,23,5,357.6
4440,4440,100,1,499.08
4441,4441,266,4,49.36
4442,4442,196,2,465.0
4443,4443,695,3,708.36
4444,4444,220,3,284.91
4445,4445,320,1,540.16
4446,4446,564,3,515.1
4447,4447,311,1,241.65
4448,4448,391,1,113.4
4449,4449,757,2,475.0
4450,4450,1,4,725.82
4451,4451,213,3,664.34
4452,4452,719,3,163.34
4453,4453,161,2,298.32
4454,4454,585,5,642.76
4455,4455,9,4,69.51
4456,4456,278,1,524.91
4457,4457,76,1,307.84
4458,4458,595,4,459.67
4459,4459,490,1,641.24
4460,4460,127,5,150.9
4461,4461,482,3,455.94
4462,4462,455,1,167.94
4463,4463,135,3,337.74
4464,4464,277,4,641.41
4465,4465,259,3,709.69
4466,4466,399,4,310.22
4467,4467,710,4,307.98
4468,4468,572,5,469.78
4469,4469,730,5,728.89
4470,4470,273,3,311.64
4471,4471,4,3,596.97
4472,4472,160,2,712.63
4473,4473,629,2,270.96
4474,4474,280,3,669.66
4475,4475,474,1,128.66
4476,4476,696,1,326.43
4477,4477,430,4,521.67
4478,4478,544,5,471.87
4479,4479,631,1,127.64
4480,4480,174,4,651.91
4481,4481,729,4,401.64
4482,4482,332,3,497.64
4483,4483,48,5,181.29
4484,4484,320,4,540.16
4485,4485,138,5,319.25
4486,4486,671,5,158.58
4487,4487,157,1,350.3
4488,4488,396,2,626.24
4489,4489,366,3,648.6
4490,4490,424,5,97.02
4491,4491,612,5,222.06
4492,4492,129,5,650.88
4493,4493,34,4,119.69
4494,4494,406,2,107.66
4495,4495,406,5,107.66
4496,4496,311,1,241.65
4497,4497,426,1,637.06
4498,4498,180,1,347.58
4499,4499,161,4,298.32
4500,4500,101,2,138.06
4501,4501,564,4,515.1
4502,4502,143,4,672.56
4503,4503,114,5,436.61
4504,4504,275,5,294.03
4505,4505,564,4,515.1
4506,4506,36,2,292.14
4507,4507,260,1,414.75
4508,4508,455,1,167.94
4509,4509,756,4,643.75
4510,4510,66,2,502.97
4511,4511,532,5,537.56
4512,4512,326,4,99.3
4513,4513,726,3,225.99
4514,4514,347,1,573.57
4515,4515,53,3,599.76
4516,4516,619,1,532.38
4517,4517,261,1,646.35
4518,4518,92,2,373.47
4519,4519,646,2,288.39
4520,4520,435,5,564.44
4521,4521,146,4,334.58
4522,4522,259,2,709.69
4523,4523,593,2,31.62
4524,4524,677,4,38.45
4525,4525,336,4,528.42
4526,4526,61,2,573.03
4527,4527,201,1,166.74
4528,4528,354,5,119.34
4529,4529,19,5,329.22
4530,4530,220,2,284.91
4531,4531,763,2,312.25
4532,4532,299,5,181.91
4533,4533,255,2,359.34
4534,4534,649,3,403.51
4535,4535,281,3,284.55
4536,4536,81,5,648.56
4537,4537,285,3,567.78
4538,4538,553,3,130.86
4539,4539,183,1,656.84
4540,4540,235,3,457.63
4541,4541,56,2,632.94
4542,4542,611,3,114.16
4543,4543,385,4,573.63
4544,4544,481,5,618.06
4545,4545,17,3,134.87
4546,4546,85,1,725.53
4547,4547,294,1,316.49
4548,4548,650,1,219.51
4549,4549,255,4,359.34
4550,4550,628,1,669.78
4551,4551,574,4,256.06
4552,4552,506,3,210.75
4553,4553,62,2,637.95
4554,4554,192,2,303.03
4555,4555,759,3,602.31
4556,4556,164,1,192.84
4557,4557,721,2,268.8
4558,4558,195,4,502.59
4559,4559,4,2,596.97
4560,4560,328,4,714.67
4561,4561,302,4,133.45
4562,4562,242,2,530.03
4563,4563,631,5,127.64
4564,4564,36,2,292.14
4565,4565,562,3,180.81
4566,4566,512,3,359.89
4567,4567,327,1,333.48
4568,4568,690,3,250.42
4569,4569,762,5,595.06
4570,4570,240,4,625.15
4571,4571,523,3,148.95
4572,4572,551,2,376.97
4573,4573,315,3,174.07
4574,4574,648,4,644.73
4575,4575,691,3,481.86
4576,4576,344,3,730.05
4577,4577,109,3,659.04
4578,4578,298,3,431.24
4579,4579,762,5,595.06
4580,4580,43,5,125.06
4581,4581,152,2,632.03
4582,4582,670,4,547.37
4583,4583,516,3,214.84
4584,4584,58,2,274.56
4585,4585,705,4,99.77
4586,4586,309,4,636.97
4587,4587,116,4,19.34
4588,4588,679,1,253.26
4589,4589,340,1,224.75
4590,4590,652,1,486.06
4591,4591,596,3,634.94
4592,4592,52,2,70.45
4593,4593,686,3,637.98
4594,4594,86,3,467.01
4595,4595,492,3,532.34
4596,4596,354,4,119.34
4597,4597,519,4,258.42
4598,4598,277,4,641.41
4599,4599,438,4,488.24
4600,4600,156,5,88.53
4601,4601,196,2,465.0
4602,4602,190,2,723.63
4603,4603,389,3,739.41
4604,4604,16,2,404.04
4605,4605,696,5,326.43
4606,4606,132,1,389.03
4607,4607,331,3,647.49
4608,4608,28,2,172.63
4609,4609,24,5,380.13
4610,4610,381,5,378.06
4611,4611,396,1,626.24
4612,4612,450,1,289.17
4613,4613,38,3,386.53
4614,4614,442,3,494.75
4615,4615,48,5,181.29
4616,4616,309,2,636.97
4617,4617,288,4,79.0
4618,4618,243,1,542.79
4619,4619,425,2,591.0
4620,4620,495,4,208.95
4621,4621,590,5,133.09
4622,4622,34,1,119.69
4623,4623,723,4,139.95
4624,4624,719,5,163.34
4625,4625,346,5,357.57
4626,4626,403,5,77.36
4627,4627,641,3,417.6
4628,4628,629,2,270.96
4629,4629,656,2,206.53
4630,4630,498,2,271.27
4631,4631,656,2,206.53
4632,4632,103,4,553.31
4633,4633,75,2,47.66
4634,4634,671,2,158.58
4635,4635,718,2,197.3
4636,4636,686,2,637.98
4637,4637,88,2,563.61
4638,4638,407,3,254.3
4639,4639,506,4,210.75
4640,4640,536,4,438.03
4641,4641,731,2,72.07
4642,4642,458,5,209.62
4643,4643,219,3,381.78
4644,4644,135,4,337.74
4645,4645,74,2,535.63
4646,4646,629,1,270.96
4647,4647,249,2,331.17
4648,4648,342,4,715.46
4649,4649,462,5,78.51
4650,4650,632,3,704.78
4651,4651,136,4,92.52
4652,4652,161,1,298.32
4653,4653,146,5,334.58
4654,4654,479,2,476.34
4655,4655,35,4,378.84
4656,4656,665,5,614.92
4657,4657,105,5,693.76
4658,4658,727,2,103.91
4659,4659,496,1,401.58
4660,4660,695,3,708.36
4661,4661,383,4,47.01
4662,4662,430,1,521.67
4663,4663,378,3,381.19
4664,4664,227,3,87.28
4665,4665,41,4,67.26
4666,4666,643,1,174.75
4667,4667,14,4,653.52
4668,4668,583,5,328.89
4669,4669,643,2,174.75
4670,4670,166,3,175.92
4671,4671,141,3,128.9
4672,4672,94,1,649.06
4673,4673,118,5,213.75
4674,4674,512,3,359.89
4675,4675,73,1,182.0
4676,4676,234,2,623.53
4677,4677,563,3,123.14
4678,4678,408,3,239.04
4679,4679,428,3,186.3
4680,4680,90,3,184.62
4681,4681,389,4,739.41
4682,4682,294,5,316.49
4683,4683,302,4,133.45
4684,4684,149,5,144.28
4685,4685,283,2,495.19
4686,4686,715,1,496.69
4687,4687,251,1,128.58
4688,4688,640,5,67.17
4689,4689,270,1,405.31
4690,4690,125,4,638.31
4691,4691,596,2,634.94
4692,4692,89,5,560.22
4693,4693,208,4,115.23
4694,4694,544,5,471.87
4695,4695,633,4,125.31
4696,4696,446,5,519.45
4697,4697,345,5,589.89
4698,4698,750,2,601.66
4699,4699,450,1,289.17
4700,4700,469,4,513.62
4701,4701,466,4,374.59
4702,4702,727,2,103.91
4703,4703,536,4,438.03
4704,4704,381,5,378.06
4705,4705,354,2,119.34
4706,4706,194,2,95.93
4707,4707,104,2,266.49
4708,4708,618,4,312.84
4709,4709,486,3,397.67
4710,4710,7,3,481.15
4711,4711,667,2,148.63
4712,4712,243,1,542.79
4713,4713,58,3,274.56
4714,4714,116,2,19.34
4715,4715,166,4,175.92
4716,4716,291,3,372.15
4717,4717,462,3,78.51
4718,4718,106,5,226.03
4719,4719,470,2,545.53
4720,4720,250,4,719.78
4721,4721,402,4,316.08
4722,4722,620,2,222.08
4723,4723,211,2,73.03
4724,4724,27,2,446.28
4725,4725,389,5,739.41
4726,4726,315,4,174.07
4727,4727,128,1,146.93
4728,4728,288,1,79.0
4729,4729,136,1,92.52
4730,4730,261,3,646.35
4731,4731,146,1,334.58
4732,4732,353,3,133.63
4733,4733,453,2,320.4
4734,4734,330,1,233.25
4735,4735,550,3,351.33
4736,4736,112,3,67.35
4737,4737,134,4,197.43
4738,4738,687,4,94.34
4739,4739,734,5,52.81
4740,4740,91,2,380.08
4741,4741,558,1,539.72
4742,4742,483,1,535.14
4743,4743,422,1,106.71
4744,4744,531,1,279.38
4745,4745,310,2,507.9
4746,4746,240,2,625.15
4747,4747,248,2,338.43
4748,4748,188,3,334.23
4749,4749,200,1,65.62
4750,4750,239,4,402.19
4751,4751,620,1,222.08
4752,4752,349,1,598.95
4753,4753,707,1,462.12
4754,4754,399,2,310.22
4755,4755,361,2,425.49
4756,4756,494,1,313.2
4757,4757,108,1,99.07
4758,4758,677,4,38.45
4759,4759,488,2,527.6
4760,4760,234,5,623.53
4761,4761,720,4,37.04
4762,4762,361,5,425.49
4763,4763,19,4,329.22
4764,4764,196,3,465.0
4765,4765,517,4,576.27
4766,4766,614,1,333.69
4767,4767,508,2,674.06
4768,4768,204,1,164.5
4769,4769,734,4,52.81
4770,4770,592,2,667.5
4771,4771,491,3,700.54
4772,4772,734,1,52.81
4773,4773,255,3,359.34
4774,4774,323,3,66.84
4775,4775,60,4,55.48
4776,4776,339,4,711.18
4777,4777,518,4,441.63
4778,4778,410,4,54.27
4779,4779,105,4,693.76
4780,4780,96,1,46.96
4781,4781,189,1,526.35
4782,4782,354,2,119.34
4783,4783,401,5,435.24
4784,4784,375,4,484.85
4785,4785,40,5,509.64
4786,4786,188,4,334.23
4787,4787,472,3,64.34
4788,4788,655,4,179.91
4789,4789,554,1,64.92
4790,4790,211,5,73.03
4791,4791,447,5,568.11
4792,4792,674,5,319.05
4793,4793,551,3,376.97
4794,4794,231,1,150.38
4795,4795,635,5,214.32
4796,4796,718,5,197.3
4797,4797,186,1,161.59
4798,4798,700,3,70.66
4799,4799,614,3,333.69
4800,4800,384,1,334.2
4801,4801,428,3,186.3
4802,4802,522,3,547.75
4803,4803,32,2,586.32
4804,4804,629,2,270.96
4805,4805,558,1,539.72
4806,4806,563,4,123.14
4807,4807,129,3,650.88
4808,4808,14,4,653.52
4809,4809,228,5,409.54
4810,4810,128,4,146.93
4811,4811,52,3,70.45
4812,4812,447,3,568.11
4813,4813,762,4,595.06
4814,4814,373,4,91.26
4815,4815,86,1,467.01
4816,4816,596,1,634.94
4817,4817,558,3,539.72
4818,4818,150,1,348.7
4819,4819,650,2,219.51
4820,4820,95,2,586.32
4821,4821,386,5,50.95
4822,4822,28,5,172.63
4823,4823,381,2,378.06
4824,4824,318,5,99.75
4825,4825,242,4,530.03
4826,4826,104,1,266.49
4827,4827,243,1,542.79
4828,4828,180,3,347.58
4829,4829,271,1,606.84
4830,4830,527,3,574.92
4831,4831,264,5,323.36
4832,4832,149,5,144.28
4833,4833,233,2,453.03
4834,4834,469,5,513.62
4835,4835,338,3,390.42
4836,4836,118,1,213.75
4837,4837,244,2,469.97
4838,4838,176,4,251.58
4839,4839,61,2,573.03
4840,4840,449,4,158.18
4841,4841,608,1,149.7
4842,4842,580,3,205.71
4843,4843,237,2,419.13
4844,4844,227,4,87.28
4845,4845,705,5,99.77
4846,4846,174,1,651.91
4847,4847,717,3,200.04
4848,4848,630,2,210.0
4849,4849,657,4,294.72
4850,4850,216,2,323.85
4851,4851,700,1,70.66
4852,4852,329,5,398.72
4853,4853,552,4,156.87
4854,4854,228,3,409.54
4855,4855,295,5,240.65
4856,4856,718,5,197.3
4857,4857,85,1,725.53
4858,4858,596,2,634.94
4859,4859,204,1,164.5
4860,4860,728,1,232.58
4861,4861,253,4,165.48
4862,4862,473,5,657.76
4863,4863,632,1,704.78
4864,4864,564,5,515.1
4865,4865,481,1,618.06
4866,4866,270,2,405.31
4867,4867,419,4,160.88
4868,4868,655,3,179.91
4869,4869,503,1,589.54
4870,4870,115,1,408.4
4871,4871,299,1,181.91
4872,4872,309,1,636.97
4873,4873,30,3,24.69
4874,4874,762,1,595.06
4875,4875,523,1,148.95
4876,4876,550,5,351.33
4877,4877,679,1,253.26
4878,4878,349,3,598.95
4879,4879,73,5,182.0
4880,4880,77,3,77.79
4881,4881,158,5,637.22
4882,4882,694,4,425.47
4883,4883,574,3,256.06
4884,4884,483,3,535.14
4885,4885,30,4,24.69
4886,4886,302,4,133.45
4887,4887,584,3,152.5
4888,4888,615,5,481.54
4889,4889,532,3,537.56
4890,4890,304,5,162.03
4891,4891,245,3,165.96
4892,4892,199,5,572.99
4893,4893,366,1,648.6
4894,4894,215,3,421.62
4895,4895,481,1,618.06
4896,4896,727,1,103.91
4897,4897,152,2,632.03
4898,4898,529,3,506.65
4899,4899,331,3,647.49
4900,4900,91,2,380.08
4901,4901,356,4,238.98
4902,4902,731,1,72.07
4903,4903,168,2,233.34
4904,4904,138,2,319.25
4905,4905,20,3,696.04
4906,4906,527,4,574.92
4907,4907,656,4,206.53
4908,4908,224,4,469.22
4909,4909,641,4,417.6
4910,4910,495,1,208.95
4911,4911,450,5,289.17
4912,4912,275,5,294.03
4913,4913,520,2,414.69
4914,4914,242,1,530.03
4915,4915,93,5,33.3
4916,4916,325,3,72.97
4917,4917,258,2,355.2
4918,4918,96,5,46.96
4919,4919,118,1,213.75
4920,4920,646,3,288.39
4921,4921,273,1,311.64
4922,4922,398,1,205.53
4923,4923,421,1,606.99
4924,4924,461,4,348.83
4925,4925,419,4,160.88
4926,4926,691,4,481.86
4927,4927,64,5,330.33
4928,4928,613,1,59.74
4929,4929,129,1,650.88
4930,4930,114,1,436.61
4931,4931,696,5,326.43
4932,4932,453,2,320.4
4933,4933,764,4,405.62
4934,4934,268,2,492.28
4935,4935,282,4,569.01
4936,4936,412,3,147.0
4937,4937,636,1,341.67
4938,4938,589,3,347.97
4939,4939,111,1,453.25
4940,4940,100,5,499.08
4941,4941,107,3,64.75
4942,4942,455,5,167.94
4943,4943,734,3,52.81
4944,4944,593,5,31.62
4945,4945,588,2,549.74
4946,4946,390,3,35.23
4947,4947,623,2,724.03
4948,4948,357,3,266.17
4949,4949,517,2,576.27
4950,4950,520,3,414.69
4951,4951,687,5,94.34
4952,4952,352,3,726.16
4953,4953,304,1,162.03
4954,4954,311,4,241.65
4955,4955,343,3,614.47
4956,4956,28,1,172.63
4957,4957,315,1,174.07
4958,4958,296,2,233.0
4959,4959,371,1,184.23
4960,4960,678,5,743.94
4961,4961,12,2,629.16
4962,4962,708,2,591.47
4963,4963,162,2,128.84
4964,4964,231,2,150.38
4965,4965,661,4,717.79
4966,4966,710,2,307.98
4967,4967,155,3,157.98
4968,4968,625,4,728.21
4969,4969,73,4,182.0
4970,4970,363,5,18.09
4971,4971,14,1,653.52
4972,4972,468,3,488.36
4973,4973,236,3,139.92
4974,4974,534,5,418.69
4975,4975,640,1,67.17
4976,4976,249,2,331.17
4977,4977,311,4,241.65
4978,4978,403,5,77.36
4979,4979,363,2,18.09
4980,4980,581,4,354.28
4981,4981,651,1,630.87
4982,4982,613,1,59.74
4983,4983,650,5,219.51
4984,4984,109,4,659.04
4985,4985,7,4,481.15
4986,4986,606,4,660.66
4987,4987,513,2,182.58
4988,4988,637,5,463.85
4989,4989,466,3,374.59
4990,4990,339,2,711.18
4991,4991,130,3,315.66
4992,4992,128,4,146.93
4993,4993,517,2,576.27
4994,4994,17,4,134.87
4995,4995,32,1,586.32
4996,4996,263,3,104.72
4997,4997,296,1,233.0
4998,4998,478,2,350.43
4999,4999,55,4,93.27
5000,5000,243,3,542.79
5001,5001,130,1,315.66
5002,5002,322,3,47.14
5003,5003,631,5,127.64
5004,5004,422,3,106.71
5005,5005,711,3,734.47
5006,5006,693,2,349.05
5007,5007,67,4,401.55
5008,5008,501,5,246.51
5009,5009,543,1,458.26
5010,5010,166,3,175.92
5011,5011,700,2,70.66
5012,5012,237,5,419.13
5013,5013,440,5,614.12
5014,5014,172,5,560.85
5015,5015,762,5,595.06
5016,5016,586,2,557.55
5017,5017,347,1,573.57
5018,5018,270,1,405.31
5019,5019,231,4,150.38
5020,5020,95,3,586.32
5021,5021,247,1,33.15
5022,5022,258,3,355.2
5023,5023,54,4,547.68
5024,5024,244,2,469.97
5025,5025,152,3,632.03
5026,5026,11,2,207.63
5027,5027,150,1,348.7
5028,5028,225,1,714.28
5029,5029,642,5,196.95
5030,5030,280,1,669.66
5031,5031,263,1,104.72
5032,5032,74,4,535.63
5033,5033,231,3,150.38
5034,5034,234,2,623.53
5035,5035,405,4,158.91
5036,5036,192,4,303.03
5037,5037,661,2,717.79
5038,5038,58,5,274.56
5039,5039,394,5,372.34
5040,5040,748,2,286.63
5041,5041,233,5,453.03
5042,5042,520,2,414.69
5043,5043,585,4,642.76
5044,5044,763,2,312.25
5045,5045,697,2,638.81
5046,5046,295,2,240.65
5047,5047,336,4,528.42
5048,5048,337,5,15.79
5049,5049,490,2,641.24
5050,5050,687,5,94.34
5051,5051,113,2,127.38
5052,5052,459,2,285.69
5053,5053,16,2,404.04
5054,5054,616,5,158.73
5055,5055,488,1,527.6
5056,5056,307,2,127.89
5057,5057,186,4,161.59
5058,5058,276,2,388.8
5059,5059,422,4,106.71
5060,5060,37,1,30.06
5061,5061,463,2,42.12
5062,5062,516,4,214.84
5063,5063,346,3,357.57
5064,5064,743,4,367.49
5065,5065,656,3,206.53
5066,5066,592,2,667.5
5067,5067,413,3,38.74
5068,5068,501,2,246.51
5069,5069,291,1,372.15
5070,5070,397,3,219.34
5071,5071,659,5,492.09
5072,5072,739,2,561.81
5073,5073,641,3,417.6
5074,5074,520,1,414.69
5075,5075,430,3,521.67
5076,5076,463,1,42.12
5077,5077,428,3,186.3
5078,5078,355,2,302.53
5079,5079,468,2,488.36
5080,5080,241,1,31.09
5081,5081,176,4,251.58
5082,5082,253,3,165.48
5083,5083,564,5,515.1
5084,5084,646,5,288.39
5085,5085,519,2,258.42
5086,5086,681,5,426.15
5087,5087,708,1,591.47
5088,5088,669,3,640.89
5089,5089,205,1,156.9
5090,5090,671,1,158.58
5091,5091,112,4,67.35
5092,5092,372,3,26.41
5093,5093,178,4,150.72
5094,5094,236,4,139.92
5095,5095,738,1,94.14
5096,5096,559,5,82.09
5097,5097,390,4,35.23
5098,5098,366,2,648.6
5099,5099,63,1,627.35
5100,5100,210,4,485.91
5101,5101,411,3,628.9
5102,5102,565,4,711.74
5103,5103,244,2,469.97
5104,5104,137,3,232.23
5105,5105,529,4,506.65
5106,5106,533,3,403.33
5107,5107,653,1,140.56
5108,5108,452,3,71.18
5109,5109,39,1,599.55
5110,5110,720,5,37.04
5111,5111,137,3,232.23
5112,5112,495,3,208.95
5113,5113,68,5,749.73
5114,5114,481,2,618.06
5115,5115,110,2,531.97
5116,5116,748,4,286.63
5117,5117,633,3,125.31
5118,5118,647,4,233.61
5119,5119,437,2,112.91
5120,5120,347,1,573.57
5121,5121,601,1,470.44
5122,5122,357,2,266.17
5123,5123,264,5,323.36
5124,5124,634,1,376.98
5125,5125,142,1,140.15
5126,5126,665,4,614.92
5127,5127,542,5,459.93
5128,5128,134,1,197.43
5129,5129,699,3,70.23
5130,5130,675,3,497.08
5131,5131,603,2,70.53
5132,5132,180,3,347.58
5133,5133,681,5,426.15
5134,5134,101,5,138.06
5135,5135,571,5,616.46
5136,5136,539,1,341.46
5137,5137,333,5,266.49
5138,5138,337,5,15.79
5139,5139,459,5,285.69
5140,5140,185,3,495.53
5141,5141,754,1,693.57
5142,5142,760,3,658.49
5143,5143,637,3,463.85
5144,5144,245,4,165.96
5145,5145,335,4,264.96
5146,5146,37,4,30.06
5147,5147,49,2,240.36
5148,5148,423,3,32.56
5149,5149,178,3,150.72
5150,5150,327,3,333.48
5151,5151,453,1,320.4
5152,5152,202,1,441.13
5153,5153,701,1,518.75
5154,5154,104,4,266.49
5155,5155,444,2,542.14
5156,5156,133,4,37.58
5157,5157,467,4,636.28
5158,5158,760,3,658.49
5159,5159,202,1,441.13
5160,5160,465,2,255.41
5161,5161,154,2,273.08
5162,5162,63,4,627.35
5163,5163,745,5,717.9
5164,5164,428,4,186.3
5165,5165,478,4,350.43
5166,5166,196,2,465.0
5167,5167,178,3,150.72
5168,5168,271,2,606.84
5169,5169,510,5,387.48
5170,5170,66,1,502.97
5171,5171,311,3,241.65
5172,5172,170,1,503.19
5173,5173,269,5,483.09
5174,5174,287,5,204.62
5175,5175,349,5,598.95
5176,5176,703,5,551.16
5177,5177,57,5,149.85
5178,5178,624,4,258.17
5179,5179,43,4,125.06
5180,5180,601,1,470.44
5181,5181,117,5,483.27
5182,5182,765,5,692.99
5183,5183,228,2,409.54
5184,5184,10,4,253.5
5185,5185,545,5,722.94
5186,5186,238,1,426.83
5187,5187,232,2,211.83
5188,5188,104,4,266.49
5189,5189,177,5,101.04
5190,5190,185,2,495.53
5191,5191,433,1,245.94
5192,5192,81,4,648.56
5193,5193,357,4,266.17
5194,5194,609,3,713.25
5195,5195,654,3,718.02
5196,5196,239,5,402.19
5197,5197,318,2,99.75
5198,5198,359,5,191.3
5199,5199,148,1,64.39
5200,5200,271,2,606.84
5201,5201,205,3,156.9
5202,5202,287,1,204.62
5203,5203,205,2,156.9
5204,5204,719,4,163.34
5205,5205,398,3,205.53
5206,5206,703,3,551.16
5207,5207,352,1,726.16
5208,5208,716,4,619.9
5209,5209,402,4,316.08
5210,5210,446,2,519.45
5211,5211,132,3,389.03
5212,5212,449,1,158.18
5213,5213,732,2,192.27
5214,5214,239,1,402.19
5215,5215,675,3,497.08
5216,5216,759,1,602.31
5217,5217,492,1,532.34
5218,5218,741,3,587.36
5219,5219,292,3,644.19
5220,5220,281,4,284.55
5221,5221,134,4,197.43
5222,5222,645,4,330.33
5223,5223,590,4,133.09
5224,5224,24,3,380.13
5225,5225,288,3,79.0
5226,5226,712,4,205.38
5227,5227,739,3,561.81
5228,5228,70,1,187.37
5229,5229,579,5,215.07
5230,5230,1,2,725.82
5231,5231,396,2,626.24
5232,5232,165,4,111.96
5233,5233,84,3,301.41
5234,5234,145,1,683.56
5235,5235,473,5,657.76
5236,5236,522,5,547.75
5237,5237,33,1,354.99
5238,5238,60,2,55.48
5239,5239,639,2,161.77
5240,5240,675,4,497.08
5241,5241,701,5,518.75
5242,5242,319,5,376.0
5243,5243,658,1,288.92
5244,5244,377,3,740.09
5245,5245,484,2,95.85
5246,5246,70,5,187.37
5247,5247,530,4,129.02
5248,5248,169,3,125.59
5249,5249,617,2,253.88
5250,5250,166,5,175.92
5251,5251,511,4,587.37
5252,5252,559,1,82.09
5253,5253,294,1,316.49
5254,5254,537,5,245.53
5255,5255,75,1,47.66
5256,5256,67,1,401.55
5257,5257,350,1,595.0
5258,5258,281,3,284.55
5259,5259,155,5,157.98
5260,5260,501,5,246.51
5261,5261,741,3,587.36
5262,5262,549,1,699.27
5263,5263,338,5,390.42
5264,5264,166,2,175.92
5265,5265,703,5,551.16
5266,5266,26,4,167.61
5267,5267,298,2,431.24
5268,5268,430,3,521.67
5269,5269,423,3,32.56
5270,5270,155,2,157.98
5271,5271,1,3,725.82
5272,5272,281,4,284.55
5273,5273,709,4,438.99
5274,5274,701,1,518.75
5275,5275,522,2,547.75
5276,5276,200,2,65.62
5277,5277,489,2,35.55
5278,5278,232,2,211.83
5279,5279,46,5,593.34
5280,5280,638,3,597.66
5281,5281,322,1,47.14
5282,5282,185,2,495.53
5283,5283,375,4,484.85
