shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
6288,6947,2023-05-23,,DTDC,Delivered
6289,6949,2024-06-30,,DTDC,Delivered
6290,6950,2022-09-08,,DHL,Delivered
6291,6951,2024-03-17,,FedEx,Delivered
6292,6952,2025-03-25,,FedEx,Delivered
6293,6953,2022-11-19,2022-11-24,UPS,Returned
6294,6954,2024-05-18,,FedEx,Delivered
6295,6955,2025-02-12,,UPS,Delivered
6296,6956,2022-07-08,,BlueDart,Delivered
6297,6957,2023-02-02,,BlueDart,Delivered
6298,6958,2022-08-31,,DHL,Delivered
6299,6959,2023-12-13,,BlueDart,Delivered
6300,6961,2022-05-04,,UPS,Delivered
6301,6963,2022-09-20,,DHL,Delivered
6302,6964,2023-05-20,,FedEx,Delivered
6303,6965,2023-03-19,,FedEx,Delivered
6304,6966,2022-01-07,,DTDC,Delivered
6305,6970,2024-12-24,,FedEx,Delivered
6306,6971,2025-09-26,,UPS,Delivered
6307,6972,2022-08-15,,BlueDart,Delivered
6308,6973,2024-09-16,,DTDC,Delivered
6309,6974,2025-05-14,,FedEx,Delivered
6310,6975,2023-05-24,,DHL,Delivered
6311,6976,2023-09-16,,BlueDart,Delivered
6312,6977,2022-08-06,,BlueDart,Delivered
6313,6978,2024-10-13,,UPS,Delivered
6314,6979,2024-11-05,,UPS,Delivered
6315,6980,2024-03-16,,BlueDart,Delivered
6316,6981,2023-11-22,2023-11-27,DTDC,Returned
6317,6982,2025-07-29,,FedEx,Delivered
6318,6984,2022-11-27,,DTDC,Delivered
6319,6985,2023-11-02,,UPS,Delivered
6320,6986,2025-12-21,,DTDC,Delivered
6321,6987,2023-07-10,,BlueDart,Delivered
6322,6988,2025-10-24,,DTDC,Delivered
6323,6989,2023-06-28,,UPS,Delivered
6324,6990,2023-12-03,2023-12-08,DTDC,Returned
6325,6991,2023-03-19,,UPS,Delivered
6326,6992,2023-08-08,,FedEx,Delivered
6327,6993,2022-02-05,,UPS,Delivered
6328,6994,2024-07-27,2024-08-01,DTDC,Returned
6329,6995,2023-01-28,,UPS,Delivered
6330,6996,2024-06-08,,DTDC,Delivered
6331,6997,2025-09-19,,UPS,Delivered
6332,6998,2025-02-22,2025-02-27,UPS,Returned
6333,6999,2025-05-23,,DTDC,Delivered
6334,7000,2022-08-12,,BlueDart,Delivered
6335,7001,2022-04-19,2022-04-24,UPS,Returned
6336,7002,2024-06-18,2024-06-23,FedEx,Returned
6337,7003,2023-08-31,,FedEx,Delivered
6338,7004,2022-08-19,,DHL,Delivered
6339,7005,2023-02-18,,DHL,Delivered
6340,7006,2022-05-25,,DTDC,Delivered
6341,7007,2022-12-25,,FedEx,Delivered
6342,7008,2024-01-02,,FedEx,Delivered
6343,7009,2022-10-29,,FedEx,Delivered
6344,7010,2022-10-12,,DHL,Delivered
6345,7011,2023-04-20,,DHL,Delivered
6346,7012,2025-09-18,,FedEx,Delivered
6347,7013,2023-11-21,,BlueDart,Delivered
6348,7015,2023-02-20,,DHL,Delivered
6349,7016,2024-08-13,,DTDC,Delivered
6350,7017,2024-12-27,,DHL,Delivered
6351,7018,2023-09-19,,BlueDart,Delivered
6352,7020,2024-09-03,,UPS,Delivered
6353,7021,2023-04-03,,DTDC,Delivered
6354,7022,2024-05-31,2024-06-05,BlueDart,Returned
6355,7023,2022-05-08,,DTDC,Delivered
6356,7024,2025-03-26,2025-03-31,UPS,Returned
6357,7025,2023-03-01,,FedEx,Delivered
6358,7026,2022-09-04,,UPS,Delivered
6359,7027,2023-08-18,,DTDC,Delivered
6360,7028,2023-05-11,,DHL,Delivered
6361,7029,2024-09-19,2024-09-24,FedEx,Returned
6362,7030,2022-08-27,,DTDC,Delivered
6363,7032,2022-04-07,,UPS,Delivered
6364,7033,2023-06-16,,FedEx,Delivered
6365,7034,2025-11-30,,DTDC,Delivered
6366,7035,2024-01-05,2024-01-10,DTDC,Returned
6367,7037,2025-04-08,2025-04-13,FedEx,Returned
6368,7038,2022-04-11,,DTDC,Delivered
6369,7039,2022-05-11,,UPS,Delivered
6370,7040,2025-01-30,,DHL,Delivered
6371,7041,2023-06-25,,DTDC,Delivered
6372,7042,2025-05-27,,FedEx,Delivered
6373,7043,2022-12-14,,FedEx,Delivered
6374,7044,2024-10-25,,UPS,Delivered
6375,7045,2024-10-14,,DHL,Delivered
6376,7046,2023-04-02,,UPS,Delivered
6377,7049,2022-04-29,,DHL,Delivered
6378,7050,2024-01-30,,UPS,Delivered
6379,7051,2023-01-04,,DHL,Delivered
6380,7052,2023-02-03,,FedEx,Delivered
6381,7053,2022-07-28,,FedEx,Delivered
6382,7054,2025-10-13,,BlueDart,Delivered
6383,7055,2024-03-16,,BlueDart,Delivered
6384,7056,2024-11-03,,DHL,Delivered
6385,7057,2025-12-03,,DHL,Delivered
6386,7058,2025-08-03,2025-08-08,BlueDart,Returned
6387,7059,2025-01-18,2025-01-23,UPS,Returned
6388,7061,2022-10-01,2022-10-06,FedEx,Returned
6389,7062,2023-06-25,,DTDC,Delivered
6390,7063,2022-07-30,,DTDC,Delivered
6391,7064,2025-12-27,,DHL,Delivered
6392,7065,2022-01-27,,FedEx,Delivered
6393,7067,2024-05-28,,BlueDart,Delivered
6394,7070,2023-12-05,,DTDC,Delivered
6395,7071,2025-01-15,,FedEx,Delivered
6396,7072,2025-12-13,,BlueDart,Delivered
6397,7073,2023-11-07,,DHL,Delivered
6398,7074,2022-06-17,2022-06-22,DTDC,Returned
6399,7075,2024-09-23,,BlueDart,Delivered
6400,7076,2024-03-15,,UPS,Delivered
6401,7077,2024-07-14,,UPS,Delivered
6402,7078,2024-03-18,,DHL,Delivered
6403,7079,2023-05-29,,UPS,Delivered
6404,7081,2023-05-26,,BlueDart,Delivered
6405,7082,2024-05-27,,FedEx,Delivered
6406,7083,2024-01-09,,DTDC,Delivered
6407,7084,2024-11-16,,BlueDart,Delivered
6408,7085,2022-05-13,,FedEx,Delivered
6409,7087,2022-09-02,,FedEx,Delivered
6410,7088,2023-04-16,,BlueDart,Delivered
6411,7089,2024-02-10,2024-02-15,BlueDart,Returned
6412,7090,2024-08-02,,DTDC,Delivered
6413,7091,2022-12-09,,BlueDart,Delivered
6414,7092,2024-05-23,,DHL,Delivered
6415,7094,2024-06-11,,UPS,Delivered
6416,7095,2024-02-27,,FedEx,Delivered
6417,7096,2025-10-19,2025-10-24,BlueDart,Returned
6418,7097,2022-08-13,,BlueDart,Delivered
6419,7098,2023-04-21,,DTDC,Delivered
6420,7099,2023-03-08,,DHL,Delivered
6421,7100,2022-10-26,,BlueDart,Delivered
6422,7101,2022-10-11,2022-10-16,DTDC,Returned
6423,7102,2025-10-08,,FedEx,Delivered
6424,7103,2024-09-06,,DHL,Delivered
6425,7105,2025-12-06,,BlueDart,Delivered
6426,7106,2024-03-18,,BlueDart,Delivered
6427,7107,2024-01-21,,UPS,Delivered
6428,7108,2023-10-25,2023-10-30,FedEx,Returned
6429,7110,2022-02-25,,DHL,Delivered
6430,7111,2023-05-11,,DTDC,Delivered
6431,7112,2022-01-06,,FedEx,Delivered
6432,7114,2025-11-19,,BlueDart,Delivered
6433,7116,2023-12-23,,DTDC,Delivered
6434,7117,2023-07-13,2023-07-18,UPS,Returned
6435,7118,2022-02-06,,UPS,Delivered
6436,7120,2024-08-10,,DHL,Delivered
6437,7121,2022-03-08,,UPS,Delivered
6438,7122,2022-08-11,,BlueDart,Delivered
6439,7123,2022-08-09,2022-08-14,DHL,Returned
6440,7124,2023-01-13,,UPS,Delivered
6441,7125,2023-10-05,,FedEx,Delivered
6442,7126,2023-04-20,,DHL,Delivered
6443,7127,2023-06-10,2023-06-15,DHL,Returned
6444,7128,2023-02-09,,BlueDart,Delivered
6445,7129,2023-05-11,,DHL,Delivered
6446,7130,2022-06-21,,DTDC,Delivered
6447,7131,2025-12-13,,DHL,Delivered
6448,7132,2023-03-18,,BlueDart,Delivered
6449,7133,2023-01-04,,DTDC,Delivered
6450,7134,2022-03-04,,UPS,Delivered
6451,7135,2022-08-04,,UPS,Delivered
6452,7136,2024-04-25,,UPS,Delivered
6453,7137,2025-07-17,,UPS,Delivered
6454,7138,2025-08-05,,DTDC,Delivered
6455,7139,2024-02-13,2024-02-18,DTDC,Returned
6456,7140,2023-05-22,2023-05-27,UPS,Returned
6457,7142,2023-06-19,,FedEx,Delivered
6458,7143,2025-07-07,,DHL,Delivered
6459,7144,2024-02-23,2024-02-28,FedEx,Returned
6460,7145,2023-08-14,,BlueDart,Delivered
6461,7146,2024-02-08,2024-02-13,DHL,Returned
6462,7147,2025-11-17,,DHL,Delivered
6463,7148,2022-07-21,,FedEx,Delivered
6464,7149,2022-03-20,,UPS,Delivered
6465,7150,2025-12-02,,DHL,Delivered
6466,7152,2025-02-09,,UPS,Delivered
6467,7153,2022-01-28,,DTDC,Delivered
6468,7154,2025-12-16,2025-12-21,BlueDart,Returned
6469,7155,2025-02-21,,DTDC,Delivered
6470,7156,2023-05-01,,DTDC,Delivered
6471,7157,2025-08-16,2025-08-21,BlueDart,Returned
6472,7158,2023-01-25,,DHL,Delivered
6473,7159,2024-03-27,,UPS,Delivered
6474,7160,2025-02-16,,UPS,Delivered
6475,7161,2023-05-25,,FedEx,Delivered
6476,7162,2022-02-09,,DHL,Delivered
6477,7163,2023-07-23,,BlueDart,Delivered
6478,7164,2025-09-27,2025-10-02,DTDC,Returned
6479,7165,2024-12-16,,FedEx,Delivered
6480,7166,2023-08-20,,DTDC,Delivered
6481,7167,2024-05-25,,FedEx,Delivered
6482,7170,2024-07-14,,DTDC,Delivered
6483,7171,2023-04-22,,FedEx,Delivered
6484,7173,2023-09-24,,DTDC,Delivered
6485,7174,2022-02-11,,BlueDart,Delivered
6486,7176,2024-08-12,,FedEx,Delivered
6487,7177,2023-03-16,,BlueDart,Delivered
6488,7178,2025-12-11,,BlueDart,Delivered
6489,7179,2022-02-05,,FedEx,Delivered
6490,7180,2022-05-18,,FedEx,Delivered
6491,7181,2022-02-12,,FedEx,Delivered
6492,7182,2022-11-05,,DTDC,Delivered
6493,7183,2023-12-10,,FedEx,Delivered
6494,7184,2024-10-25,,DHL,Delivered
6495,7185,2025-01-03,2025-01-08,FedEx,Returned
6496,7186,2025-01-20,,DHL,Delivered
6497,7187,2024-07-19,,DTDC,Delivered
6498,7188,2023-01-21,2023-01-26,DTDC,Returned
6499,7189,2022-02-22,,DTDC,Delivered
6500,7190,2023-03-22,,BlueDart,Delivered
6501,7191,2024-08-30,,BlueDart,Delivered
6502,7192,2025-12-15,,BlueDart,Delivered
6503,7193,2024-12-14,,DHL,Delivered
6504,7194,2022-04-22,2022-04-27,DTDC,Returned
6505,7195,2024-01-22,,DTDC,Delivered
6506,7196,2022-09-15,,DTDC,Delivered
6507,7197,2022-12-21,,DTDC,Delivered
6508,7198,2024-02-21,,UPS,Delivered
6509,7199,2023-05-06,2023-05-11,FedEx,Returned
6510,7200,2022-02-21,,DTDC,Delivered
6511,7201,2025-02-26,,DTDC,Delivered
6512,7202,2025-10-07,,BlueDart,Delivered
6513,7204,2023-09-03,,DTDC,Delivered
6514,7205,2023-03-25,,DTDC,Delivered
6515,7206,2024-06-18,,DTDC,Delivered
6516,7207,2024-08-31,,UPS,Delivered
6517,7208,2024-01-30,,BlueDart,Delivered
6518,7209,2024-01-16,,FedEx,Delivered
6519,7210,2023-05-12,,DHL,Delivered
6520,7211,2025-02-13,2025-02-18,FedEx,Returned
6521,7212,2023-10-21,,DTDC,Delivered
6522,7213,2025-04-26,,BlueDart,Delivered
6523,7214,2024-11-02,,BlueDart,Delivered
6524,7215,2024-05-11,,BlueDart,Delivered
6525,7216,2022-11-25,,DTDC,Delivered
6526,7217,2022-07-20,,UPS,Delivered
6527,7218,2025-07-18,,DTDC,Delivered
6528,7220,2022-11-21,,UPS,Delivered
6529,7222,2022-03-30,,DTDC,Delivered
6530,7223,2024-12-20,2024-12-25,FedEx,Returned
6531,7224,2025-09-06,,DTDC,Delivered
6532,7225,2024-09-04,,FedEx,Delivered
6533,7227,2023-09-04,,UPS,Delivered
6534,7229,2024-03-15,,DHL,Delivered
6535,7230,2022-03-17,,UPS,Delivered
6536,7231,2025-12-23,,FedEx,Delivered
6537,7232,2022-06-04,2022-06-09,FedEx,Returned
6538,7233,2022-05-26,,DHL,Delivered
6539,7234,2023-08-01,,BlueDart,Delivered
6540,7235,2025-01-04,,DTDC,Delivered
6541,7236,2025-03-22,,DTDC,Delivered
6542,7237,2022-12-21,,DHL,Delivered
6543,7238,2022-07-06,,FedEx,Delivered
6544,7239,2025-09-21,,BlueDart,Delivered
6545,7240,2022-05-07,,UPS,Delivered
6546,7241,2022-12-15,,DHL,Delivered
6547,7242,2023-07-09,,BlueDart,Delivered
6548,7243,2024-03-05,,BlueDart,Delivered
6549,7244,2024-05-28,,BlueDart,Delivered
6550,7245,2022-01-25,,BlueDart,Delivered
6551,7246,2022-09-09,,BlueDart,Delivered
6552,7247,2025-05-25,,DTDC,Delivered
6553,7248,2023-06-29,,FedEx,Delivered
6554,7249,2023-09-25,,UPS,Delivered
6555,7250,2024-05-25,,BlueDart,Delivered
6556,7252,2022-01-28,,DTDC,Delivered
6557,7253,2025-06-15,,FedEx,Delivered
6558,7254,2022-11-03,,BlueDart,Delivered
6559,7255,2024-04-28,,DTDC,Delivered
6560,7257,2025-09-24,2025-09-29,DHL,Returned
6561,7258,2022-08-09,,DTDC,Delivered
6562,7259,2025-01-30,,UPS,Delivered
6563,7260,2024-06-28,,DHL,Delivered
6564,7261,2022-03-06,,FedEx,Delivered
6565,7262,2024-12-16,2024-12-21,DHL,Returned
6566,7263,2023-07-28,,BlueDart,Delivered
6567,7264,2023-06-13,,BlueDart,Delivered
6568,7265,2023-05-24,,FedEx,Delivered
6569,7266,2022-01-26,,UPS,Delivered
6570,7267,2024-07-02,,DHL,Delivered
6571,7268,2022-01-19,,DHL,Delivered
6572,7269,2023-08-05,,UPS,Delivered
6573,7271,2022-12-28,,DTDC,Delivered
6574,7272,2022-06-22,,UPS,Delivered
6575,7273,2022-05-22,,DHL,Delivered
6576,7274,2022-08-04,,BlueDart,Delivered
6577,7275,2023-07-29,,DHL,Delivered
6578,7276,2022-07-16,,DTDC,Delivered
6579,7277,2022-07-22,,UPS,Delivered
6580,7278,2025-03-05,,DHL,Delivered
6581,7279,2023-11-05,,UPS,Delivered
6582,7280,2023-04-28,,DHL,Delivered
6583,7281,2022-01-07,,FedEx,Delivered
6584,7282,2023-02-01,,FedEx,Delivered
6585,7283,2025-09-27,,UPS,Delivered
6586,7284,2022-03-12,,BlueDart,Delivered
6587,7285,2022-12-15,,BlueDart,Delivered
6588,7286,2024-05-31,,UPS,Delivered
6589,7287,2024-10-20,,DTDC,Delivered
6590,7288,2022-12-05,,UPS,Delivered
6591,7289,2023-03-25,2023-03-30,DHL,Returned
6592,7290,2022-12-16,,UPS,Delivered
6593,7292,2025-12-20,2025-12-25,DTDC,Returned
6594,7293,2023-02-04,2023-02-09,DTDC,Returned
6595,7295,2022-03-18,,FedEx,Delivered
6596,7296,2023-12-23,,UPS,Delivered
6597,7297,2024-09-01,,FedEx,Delivered
6598,7298,2025-02-14,,FedEx,Delivered
6599,7299,2022-03-07,,BlueDart,Delivered
6600,7300,2023-06-27,,DHL,Delivered
6601,7301,2023-01-30,,FedEx,Delivered
6602,7302,2023-05-03,,DHL,Delivered
6603,7303,2023-06-15,,FedEx,Delivered
6604,7304,2023-05-11,,FedEx,Delivered
6605,7305,2024-09-11,,UPS,Delivered
6606,7306,2025-11-11,,UPS,Delivered
6607,7307,2024-11-19,,UPS,Delivered
6608,7308,2024-05-15,,UPS,Delivered
6609,7309,2024-10-30,,DHL,Delivered
6610,7310,2023-09-26,,FedEx,Delivered
6611,7311,2023-05-03,2023-05-08,BlueDart,Returned
6612,7312,2024-03-12,,DHL,Delivered
6613,7313,2024-06-06,2024-06-11,BlueDart,Returned
6614,7314,2025-08-29,,UPS,Delivered
6615,7315,2025-07-02,,DHL,Delivered
6616,7316,2024-02-27,,UPS,Delivered
6617,7317,2025-04-22,,UPS,Delivered
6618,7318,2025-01-22,,UPS,Delivered
6619,7319,2023-10-18,,BlueDart,Delivered
6620,7320,2025-08-11,,DHL,Delivered
6621,7321,2022-03-11,,DHL,Delivered
6622,7322,2023-10-24,,FedEx,Delivered
6623,7323,2025-08-09,,FedEx,Delivered
6624,7324,2024-12-15,,UPS,Delivered
6625,7325,2023-11-23,,UPS,Delivered
6626,7326,2025-09-04,,FedEx,Delivered
6627,7327,2022-07-15,,DTDC,Delivered
6628,7328,2025-05-08,,UPS,Delivered
6629,7329,2025-05-03,,DTDC,Delivered
6630,7330,2022-09-09,,BlueDart,Delivered
6631,7332,2025-11-06,,DHL,Delivered
6632,7333,2023-09-16,,UPS,Delivered
6633,7334,2023-09-07,2023-09-12,UPS,Returned
6634,7335,2024-08-23,,FedEx,Delivered
6635,7336,2022-06-13,,DTDC,Delivered
6636,7337,2022-08-15,,FedEx,Delivered
6637,7338,2025-10-19,,FedEx,Delivered
6638,7339,2024-09-08,,UPS,Delivered
6639,7340,2024-08-15,,DHL,Delivered
6640,7341,2022-10-04,,UPS,Delivered
6641,7342,2025-05-25,,DHL,Delivered
6642,7343,2023-06-09,,UPS,Delivered
6643,7344,2024-04-08,,BlueDart,Delivered
6644,7345,2024-07-09,,FedEx,Delivered
6645,7346,2023-08-13,,DHL,Delivered
6646,7347,2022-08-10,,DTDC,Delivered
6647,7348,2023-06-02,,UPS,Delivered
6648,7349,2023-02-04,,FedEx,Delivered
6649,7350,2024-06-23,,DTDC,Delivered
6650,7351,2024-08-17,,DTDC,Delivered
6651,7353,2024-11-14,,FedEx,Delivered
6652,7354,2023-08-16,,UPS,Delivered
6653,7355,2024-06-25,,DHL,Delivered
6654,7356,2024-03-03,2024-03-08,FedEx,Returned
6655,7357,2022-05-08,,BlueDart,Delivered
6656,7359,2024-11-09,2024-11-14,DHL,Returned
6657,7360,2023-10-01,,BlueDart,Delivered
6658,7361,2025-05-12,,DTDC,Delivered
6659,7362,2023-09-11,,DHL,Delivered
6660,7364,2023-02-10,,DHL,Delivered
6661,7365,2022-05-09,,DTDC,Delivered
6662,7366,2025-01-15,,DHL,Delivered
6663,7367,2023-07-16,,DTDC,Delivered
6664,7368,2023-07-13,,DTDC,Delivered
6665,7369,2024-10-07,,DTDC,Delivered
6666,7371,2024-03-05,,DTDC,Delivered
6667,7372,2022-03-19,,UPS,Delivered
6668,7373,2025-08-11,,DTDC,Delivered
6669,7377,2022-04-09,2022-04-14,UPS,Returned
6670,7378,2025-10-09,,BlueDart,Delivered
6671,7379,2024-08-05,,UPS,Delivered
6672,7380,2025-06-02,,BlueDart,Delivered
6673,7381,2026-01-03,,UPS,Delivered
6674,7382,2024-09-21,,FedEx,Delivered
6675,7383,2024-07-15,,UPS,Delivered
6676,7384,2022-10-01,,FedEx,Delivered
6677,7385,2023-03-08,,DHL,Delivered
6678,7386,2024-10-20,,UPS,Delivered
6679,7387,2024-02-25,,BlueDart,Delivered
6680,7388,2025-01-09,,DHL,Delivered
6681,7389,2023-08-31,2023-09-05,UPS,Returned
6682,7390,2023-05-18,,DTDC,Delivered
6683,7391,2022-09-06,,UPS,Delivered
6684,7392,2025-10-07,,DTDC,Delivered
6685,7393,2023-03-20,,BlueDart,Delivered
6686,7394,2023-05-16,,DHL,Delivered
6687,7395,2022-12-16,,FedEx,Delivered
6688,7396,2022-08-29,,FedEx,Delivered
6689,7397,2022-06-29,,UPS,Delivered
6690,7398,2025-04-19,,DTDC,Delivered
6691,7399,2022-06-16,2022-06-21,DTDC,Returned
6692,7402,2022-07-19,,UPS,Delivered
6693,7403,2025-08-28,2025-09-02,BlueDart,Returned
6694,7404,2023-08-06,,FedEx,Delivered
6695,7405,2024-04-16,2024-04-21,DTDC,Returned
6696,7407,2022-04-25,,BlueDart,Delivered
6697,7408,2023-08-25,,DHL,Delivered
6698,7409,2025-08-19,2025-08-24,UPS,Returned
6699,7410,2022-02-23,,DHL,Delivered
6700,7411,2023-10-04,2023-10-09,DTDC,Returned
6701,7412,2023-05-12,,DTDC,Delivered
6702,7413,2022-12-28,,DHL,Delivered
6703,7414,2023-04-09,2023-04-14,FedEx,Returned
6704,7415,2022-10-19,,UPS,Delivered
6705,7416,2022-11-05,2022-11-10,UPS,Returned
6706,7417,2024-06-21,,BlueDart,Delivered
6707,7418,2022-07-19,,UPS,Delivered
6708,7419,2022-06-26,,FedEx,Delivered
6709,7420,2025-02-13,2025-02-18,UPS,Returned
6710,7421,2024-12-24,,UPS,Delivered
6711,7422,2024-11-14,,DHL,Delivered
6712,7423,2023-06-13,,UPS,Delivered
6713,7424,2022-09-16,,FedEx,Delivered
6714,7425,2024-12-20,,BlueDart,Delivered
6715,7426,2022-05-24,,DHL,Delivered
6716,7427,2024-08-16,,UPS,Delivered
6717,7428,2025-10-13,,DHL,Delivered
6718,7429,2024-05-20,,BlueDart,Delivered
6719,7430,2024-01-15,2024-01-20,DHL,Returned
6720,7432,2022-09-02,,BlueDart,Delivered
6721,7434,2024-11-15,2024-11-20,UPS,Returned
6722,7435,2025-07-29,,DTDC,Delivered
6723,7436,2025-08-25,,FedEx,Delivered
6724,7437,2023-05-26,,UPS,Delivered
6725,7438,2025-11-27,,DTDC,Delivered
6726,7439,2022-02-17,,DHL,Delivered
6727,7442,2022-12-31,,BlueDart,Delivered
6728,7443,2023-10-13,2023-10-18,DTDC,Returned
6729,7444,2023-02-10,,FedEx,Delivered
6730,7445,2023-05-02,,DTDC,Delivered
6731,7447,2025-02-24,,DTDC,Delivered
6732,7448,2023-09-16,,DTDC,Delivered
6733,7449,2024-01-05,,BlueDart,Delivered
6734,7450,2025-10-25,,FedEx,Delivered
6735,7451,2023-08-13,,BlueDart,Delivered
6736,7452,2025-09-20,,BlueDart,Delivered
6737,7453,2025-08-24,,FedEx,Delivered
6738,7454,2024-11-14,,BlueDart,Delivered
6739,7455,2024-08-28,,FedEx,Delivered
6740,7456,2022-09-22,,DTDC,Delivered
6741,7457,2023-07-04,,UPS,Delivered
6742,7458,2023-07-04,,DTDC,Delivered
6743,7459,2024-10-14,,FedEx,Delivered
6744,7460,2025-10-13,,DHL,Delivered
6745,7461,2022-04-07,,DHL,Delivered
6746,7462,2023-06-30,,UPS,Delivered
6747,7463,2024-11-24,,FedEx,Delivered
6748,7464,2022-03-06,,UPS,Delivered
6749,7465,2022-03-25,,DHL,Delivered
6750,7467,2024-04-08,,UPS,Delivered
6751,7468,2025-09-16,,DTDC,Delivered
6752,7469,2025-03-02,,BlueDart,Delivered
6753,7470,2022-10-31,,BlueDart,Delivered
6754,7471,2024-03-04,,FedEx,Delivered
6755,7472,2024-05-25,,DHL,Delivered
6756,7473,2022-08-15,,DTDC,Delivered
6757,7474,2022-02-08,,UPS,Delivered
6758,7475,2025-12-19,,DTDC,Delivered
6759,7476,2023-05-10,,DHL,Delivered
6760,7477,2025-12-14,2025-12-19,BlueDart,Returned
6761,7478,2024-02-03,,DHL,Delivered
6762,7479,2022-11-25,,FedEx,Delivered
6763,7480,2023-08-26,,FedEx,Delivered
6764,7481,2023-05-15,,DTDC,Delivered
6765,7482,2025-07-27,,BlueDart,Delivered
6766,7483,2023-01-03,,UPS,Delivered
6767,7484,2023-06-24,,DHL,Delivered
6768,7485,2024-04-09,,BlueDart,Delivered
6769,7486,2024-07-03,,DHL,Delivered
6770,7487,2022-08-29,,BlueDart,Delivered
6771,7488,2025-03-11,,FedEx,Delivered
6772,7489,2025-04-20,,BlueDart,Delivered
6773,7490,2025-07-07,,BlueDart,Delivered
6774,7491,2025-01-16,,FedEx,Delivered
6775,7492,2024-07-20,,FedEx,Delivered
6776,7493,2025-12-25,,DHL,Delivered
6777,7495,2024-09-26,,UPS,Delivered
6778,7496,2022-09-06,,FedEx,Delivered
6779,7497,2022-08-22,,UPS,Delivered
6780,7498,2023-04-02,,DTDC,Delivered
6781,7499,2022-08-22,,DHL,Delivered
6782,7500,2024-09-19,,BlueDart,Delivered
6783,7501,2022-03-11,,BlueDart,Delivered
6784,7502,2025-12-15,2025-12-20,BlueDart,Returned
6785,7503,2023-03-18,2023-03-23,BlueDart,Returned
6786,7504,2024-11-19,,BlueDart,Delivered
6787,7505,2024-02-14,,DTDC,Delivered
6788,7506,2025-12-12,,DHL,Delivered
6789,7507,2022-03-03,,UPS,Delivered
6790,7508,2023-10-03,2023-10-08,DTDC,Returned
6791,7509,2022-06-20,,DHL,Delivered
6792,7510,2023-08-09,,UPS,Delivered
6793,7511,2025-10-15,2025-10-20,UPS,Returned
6794,7512,2023-10-31,,FedEx,Delivered
6795,7513,2025-12-07,,BlueDart,Delivered
6796,7514,2025-06-05,,DTDC,Delivered
6797,7515,2024-10-11,,BlueDart,Delivered
6798,7516,2024-04-01,,BlueDart,Delivered
6799,7517,2022-12-20,,DTDC,Delivered
6800,7519,2024-10-26,,DTDC,Delivered
6801,7520,2022-07-01,,UPS,Delivered
6802,7521,2025-10-05,,DTDC,Delivered
6803,7522,2022-01-11,,DHL,Delivered
6804,7524,2022-10-08,,FedEx,Delivered
6805,7525,2025-10-11,,BlueDart,Delivered
6806,7526,2022-07-05,2022-07-10,DHL,Returned
6807,7527,2022-01-18,,DHL,Delivered
6808,7528,2025-07-04,2025-07-09,DTDC,Returned
6809,7529,2022-08-17,,DTDC,Delivered
6810,7530,2024-05-12,2024-05-17,FedEx,Returned
6811,7531,2022-12-18,,BlueDart,Delivered
6812,7532,2024-04-06,,BlueDart,Delivered
6813,7533,2023-12-06,,DTDC,Delivered
6814,7534,2023-03-27,,DHL,Delivered
6815,7535,2022-04-26,,BlueDart,Delivered
6816,7536,2024-11-26,,DHL,Delivered
6817,7537,2025-05-16,,UPS,Delivered
6818,7538,2024-07-08,,UPS,Delivered
6819,7539,2025-08-13,,BlueDart,Delivered
6820,7540,2025-02-27,,UPS,Delivered
6821,7541,2023-01-28,,BlueDart,Delivered
6822,7543,2024-08-01,,FedEx,Delivered
6823,7544,2025-03-13,,DTDC,Delivered
6824,7545,2024-05-25,,UPS,Delivered
6825,7546,2024-11-01,,DHL,Delivered
6826,7547,2024-07-10,,DTDC,Delivered
6827,7548,2022-12-09,,DTDC,Delivered
6828,7549,2023-02-23,2023-02-28,FedEx,Returned
6829,7550,2025-01-10,,FedEx,Delivered
6830,7551,2022-06-06,,FedEx,Delivered
6831,7552,2025-08-13,,UPS,Delivered
6832,7554,2022-01-23,,BlueDart,Delivered
6833,7555,2022-08-04,2022-08-09,FedEx,Returned
6834,7556,2023-09-27,,FedEx,Delivered
6835,7557,2023-07-29,,FedEx,Delivered
6836,7558,2023-11-22,,DTDC,Delivered
6837,7559,2023-11-25,,FedEx,Delivered
6838,7561,2024-06-11,,FedEx,Delivered
6839,7562,2022-12-12,,FedEx,Delivered
6840,7563,2022-08-12,,DTDC,Delivered
6841,7564,2025-10-06,,DTDC,Delivered
6842,7565,2024-06-11,,UPS,Delivered
6843,7566,2025-11-02,,FedEx,Delivered
6844,7567,2023-02-05,,UPS,Delivered
6845,7568,2024-10-14,,FedEx,Delivered
6846,7569,2022-02-24,,FedEx,Delivered
6847,7571,2022-10-23,,BlueDart,Delivered
6848,7572,2023-05-05,,DHL,Delivered
6849,7573,2023-10-29,,FedEx,Delivered
6850,7574,2023-12-16,,FedEx,Delivered
6851,7576,2022-11-17,,FedEx,Delivered
6852,7577,2022-08-15,,FedEx,Delivered
6853,7579,2025-01-09,,DTDC,Delivered
6854,7581,2025-04-05,,BlueDart,Delivered
6855,7582,2022-10-24,,DTDC,Delivered
6856,7583,2024-03-14,,DHL,Delivered
6857,7584,2025-11-23,2025-11-28,DHL,Returned
6858,7585,2022-11-14,,FedEx,Delivered
