order_id,order_date,customer_id,seller_id,order_status
2671,2022-10-03,568,42,Completed
2672,2025-08-11,860,23,Completed
2673,2023-03-08,141,45,Completed
2674,2023-08-06,475,33,Cancelled
2675,2024-07-14,683,42,Inprogress
2676,2024-05-21,126,41,Completed
2677,2025-05-01,285,52,Completed
2678,2022-01-12,120,38,Completed
2679,2022-08-04,670,37,Completed
2680,2022-06-28,508,15,Completed
2681,2022-10-06,632,47,Completed
2682,2023-10-31,705,20,Completed
2683,2023-06-26,416,22,Completed
2684,2025-09-18,194,39,Completed
2685,2023-12-09,663,29,Cancelled
2686,2024-01-03,637,49,Inprogress
2687,2024-04-25,736,34,Completed
2688,2023-02-11,352,26,Completed
2689,2023-12-20,210,25,Completed
2690,2025-09-12,364,37,Completed
2691,2024-10-19,344,23,Returned
2692,2022-03-10,619,49,Returned
2693,2024-06-12,75,35,Completed
2694,2022-05-24,432,13,Returned
2695,2022-10-10,396,45,Completed
2696,2023-06-22,246,8,Returned
2697,2023-08-20,540,29,Completed
2698,2025-05-08,439,28,Completed
2699,2022-03-02,552,28,Completed
2700,2025-08-21,545,25,Completed
2701,2025-10-07,781,29,Completed
2702,2023-08-22,684,11,Completed
2703,2025-04-18,828,3,Returned
2704,2024-08-18,107,1,Completed
2705,2025-09-18,728,45,Completed
2706,2025-02-01,777,54,Returned
2707,2025-11-12,564,43,Completed
2708,2023-08-06,561,5,Completed
2709,2022-08-13,299,45,Completed
2710,2024-03-22,172,25,Completed
2711,2022-07-26,115,29,Returned
2712,2024-07-29,784,39,Inprogress
2713,2024-12-08,507,49,Completed
2714,2025-08-08,178,18,Completed
2715,2025-06-28,882,44,Returned
2716,2024-01-30,289,24,Completed
2717,2024-01-28,888,31,Completed
2718,2025-11-11,830,51,Completed
2719,2023-03-24,721,51,Completed
2720,2025-09-10,437,12,Completed
2721,2023-01-14,729,50,Completed
2722,2022-03-24,349,1,Completed
2723,2024-06-24,227,30,Completed
2724,2025-08-29,158,23,Completed
2725,2023-03-28,332,47,Completed
2726,2025-10-17,863,28,Completed
2727,2022-07-24,576,45,Completed
2728,2022-04-04,358,24,Returned
2729,2024-11-03,161,32,Completed
2730,2025-05-28,241,51,Completed
2731,2025-04-03,55,54,Completed
2732,2022-09-23,524,6,Completed
2733,2023-09-19,340,1,Completed
2734,2024-08-23,38,22,Completed
2735,2023-10-11,342,45,Completed
2736,2024-09-16,189,17,Completed
2737,2023-03-28,521,52,Completed
2738,2024-06-07,1,11,Completed
2739,2023-07-01,586,6,Completed
2740,2024-12-21,60,1,Completed
2741,2023-02-08,97,44,Completed
2742,2024-08-15,747,12,Completed
2743,2022-01-22,7,30,Completed
2744,2024-12-29,37,52,Completed
2745,2022-05-15,233,41,Completed
2746,2024-05-19,536,35,Completed
2747,2024-04-20,208,4,Completed
2748,2025-12-14,800,6,Completed
2749,2023-11-30,455,50,Completed
2750,2022-12-13,37,14,Inprogress
2751,2024-10-01,617,6,Completed
2752,2022-03-26,396,33,Completed
2753,2024-09-14,474,1,Completed
2754,2023-03-21,5,3,Returned
2755,2024-04-10,206,25,Returned
2756,2022-02-08,193,42,Completed
2757,2025-12-30,48,14,Completed
2758,2025-10-26,632,15,Returned
2759,2025-10-03,684,8,Completed
2760,2025-09-28,574,30,Completed
2761,2024-04-25,552,5,Inprogress
2762,2022-06-10,858,47,Completed
2763,2023-08-03,569,26,Inprogress
2764,2025-12-07,565,25,Completed
2765,2024-07-21,226,27,Completed
2766,2025-07-15,114,40,Completed
2767,2022-11-27,769,28,Returned
2768,2023-05-07,750,43,Completed
2769,2022-11-01,101,4,Completed
2770,2022-09-08,746,23,Completed
2771,2023-06-20,10,27,Completed
2772,2024-09-12,835,27,Returned
2773,2025-11-21,808,28,Completed
2774,2022-12-22,247,13,Returned
2775,2024-01-21,484,27,Completed
2776,2025-02-08,710,44,Completed
2777,2023-02-28,34,14,Completed
2778,2022-03-16,821,28,Completed
2779,2024-04-25,620,5,Inprogress
2780,2024-04-06,308,2,Completed
2781,2024-05-23,879,18,Completed
2782,2025-09-30,557,42,Completed
2783,2024-02-17,160,12,Completed
2784,2024-02-03,496,47,Completed
2785,2025-02-09,610,30,Completed
2786,2023-06-28,198,29,Returned
2787,2025-07-03,576,44,Completed
2788,2022-01-30,215,3,Completed
2789,2024-06-23,40,37,Completed
2790,2025-10-05,28,26,Completed
2791,2023-09-25,592,4,Completed
2792,2023-09-14,821,11,Completed
2793,2022-02-15,381,23,Completed
2794,2022-11-27,813,36,Completed
2795,2024-03-05,97,48,Completed
2796,2023-08-09,689,25,Completed
2797,2024-08-30,318,27,Completed
2798,2023-07-31,654,24,Completed
2799,2024-01-05,291,38,Inprogress
2800,2025-06-13,33,20,Completed
2801,2024-07-17,173,25,Inprogress
2802,2023-04-13,387,19,Returned
2803,2025-09-05,16,43,Completed
2804,2023-03-17,102,52,Completed
2805,2025-05-20,120,26,Completed
2806,2023-02-22,133,44,Completed
2807,2024-04-27,119,39,Cancelled
2808,2025-08-05,6,28,Completed
2809,2023-10-18,701,29,Completed
2810,2023-08-05,649,52,Completed
2811,2025-08-10,47,14,Completed
2812,2025-04-04,538,49,Completed
2813,2022-01-07,140,23,Completed
2814,2023-12-16,759,33,Completed
2815,2024-10-22,528,34,Completed
2816,2025-09-21,299,28,Completed
2817,2022-04-10,709,30,Completed
2818,2025-10-13,215,22,Completed
2819,2024-06-06,422,30,Completed
2820,2025-05-09,369,17,Completed
2821,2023-10-02,68,45,Completed
2822,2023-02-07,354,32,Inprogress
2823,2024-05-01,734,3,Completed
2824,2025-12-04,567,34,Completed
2825,2023-04-21,33,12,Completed
2826,2025-01-19,318,3,Completed
2827,2023-10-04,803,2,Completed
2828,2025-01-28,93,39,Completed
2829,2025-12-29,393,52,Completed
2830,2022-01-14,291,3,Returned
2831,2025-08-25,47,28,Completed
2832,2022-08-16,385,26,Completed
2833,2025-08-11,324,43,Inprogress
2834,2023-01-09,285,16,Completed
2835,2022-03-14,166,8,Completed
2836,2023-08-29,36,14,Returned
2837,2023-03-22,403,5,Completed
2838,2025-03-26,562,8,Completed
2839,2025-01-20,858,38,Completed
2840,2024-03-19,700,25,Completed
2841,2024-02-11,600,5,Completed
2842,2023-08-31,668,19,Completed
2843,2024-03-15,734,29,Completed
2844,2023-08-31,17,50,Completed
2845,2023-02-15,843,46,Completed
2846,2025-10-14,319,48,Completed
2847,2024-10-04,195,22,Completed
2848,2025-07-11,257,50,Completed
2849,2023-06-27,233,17,Completed
2850,2024-06-17,889,3,Completed
2851,2023-02-09,378,37,Completed
2852,2023-03-27,869,32,Returned
2853,2024-11-15,627,10,Completed
2854,2023-05-14,399,2,Completed
2855,2023-02-11,734,1,Completed
2856,2025-05-19,667,37,Completed
2857,2022-07-26,215,44,Cancelled
2858,2023-08-09,728,7,Completed
2859,2024-07-05,169,32,Completed
2860,2022-10-31,458,21,Completed
2861,2022-04-12,585,53,Completed
2862,2025-03-30,436,24,Completed
2863,2024-05-05,228,1,Returned
2864,2024-04-06,426,47,Returned
2865,2023-01-15,361,48,Completed
2866,2023-02-07,482,4,Cancelled
2867,2022-08-18,385,24,Cancelled
2868,2025-01-15,397,22,Completed
2869,2025-01-17,611,12,Completed
2870,2024-09-17,515,37,Completed
2871,2022-07-07,662,34,Cancelled
2872,2023-12-09,13,10,Completed
2873,2022-11-16,845,19,Completed
2874,2024-09-27,680,37,Completed
2875,2024-12-20,774,34,Completed
2876,2023-11-29,98,48,Completed
2877,2022-08-28,209,1,Completed
2878,2022-02-23,196,34,Completed
2879,2025-10-19,594,13,Completed
2880,2024-05-06,319,14,Completed
2881,2024-11-28,754,22,Completed
2882,2023-07-05,673,11,Completed
2883,2025-02-06,424,24,Completed
2884,2022-04-02,237,42,Completed
2885,2024-06-24,623,37,Returned
2886,2024-02-24,791,14,Completed
2887,2022-05-25,843,10,Completed
2888,2024-08-04,59,29,Returned
2889,2022-03-22,533,25,Completed
2890,2024-12-14,53,33,Completed
2891,2023-01-29,204,6,Completed
2892,2024-05-19,726,5,Completed
2893,2022-07-14,416,52,Completed
2894,2023-08-10,644,44,Completed
2895,2024-11-15,840,4,Completed
2896,2023-02-14,516,20,Completed
2897,2024-12-16,250,18,Cancelled
2898,2025-07-30,183,41,Completed
2899,2025-12-08,767,19,Completed
2900,2022-01-08,739,10,Completed
2901,2025-02-08,470,47,Completed
2902,2025-09-04,642,8,Completed
2903,2024-12-16,241,48,Inprogress
2904,2024-07-05,753,1,Completed
2905,2025-01-24,49,39,Completed
2906,2024-03-26,137,37,Completed
2907,2022-08-11,517,15,Completed
2908,2022-07-14,187,22,Completed
2909,2024-05-08,766,35,Completed
2910,2022-08-15,352,13,Completed
2911,2022-10-26,758,50,Completed
2912,2023-11-09,884,21,Completed
2913,2022-03-09,423,51,Completed
2914,2025-10-01,27,16,Cancelled
2915,2025-02-03,495,37,Completed
2916,2024-01-22,821,37,Completed
2917,2024-04-15,392,27,Completed
2918,2023-12-05,638,19,Completed
2919,2025-11-18,506,20,Completed
2920,2023-05-02,371,23,Returned
2921,2024-01-24,740,40,Completed
2922,2023-02-13,695,38,Completed
2923,2025-04-21,414,36,Returned
2924,2024-04-07,208,11,Completed
2925,2025-04-06,686,50,Completed
2926,2022-01-28,883,8,Completed
2927,2025-03-23,62,50,Returned
2928,2025-09-10,57,14,Inprogress
2929,2023-08-23,682,48,Completed
2930,2022-02-21,80,51,Completed
2931,2025-09-23,435,46,Completed
2932,2022-12-02,504,26,Cancelled
2933,2023-03-04,122,36,Completed
2934,2023-09-08,83,52,Inprogress
2935,2022-12-10,502,14,Completed
2936,2025-06-08,181,2,Completed
2937,2022-01-25,714,37,Completed
2938,2025-01-18,293,10,Returned
2939,2023-09-14,542,29,Completed
2940,2024-10-07,145,19,Completed
2941,2025-04-03,789,44,Completed
2942,2025-07-12,833,20,Returned
2943,2024-12-18,871,43,Inprogress
2944,2022-07-17,541,20,Completed
2945,2025-01-11,295,17,Completed
2946,2024-05-21,473,50,Completed
2947,2022-01-03,404,40,Returned
2948,2024-02-27,579,43,Completed
2949,2022-06-06,887,50,Completed
2950,2023-08-05,365,35,Returned
2951,2022-10-28,506,13,Completed
2952,2025-12-24,304,1,Completed
2953,2024-10-24,684,23,Completed
2954,2022-05-08,825,22,Completed
2955,2022-03-01,896,11,Completed
2956,2022-11-01,676,29,Completed
2957,2024-08-13,345,23,Completed
2958,2025-07-20,645,27,Completed
2959,2023-02-06,875,38,Completed
2960,2022-09-03,453,32,Completed
2961,2022-12-23,367,10,Completed
2962,2024-02-17,495,21,Completed
2963,2022-01-29,71,32,Returned
2964,2023-05-24,723,51,Cancelled
2965,2025-11-15,107,12,Completed
2966,2023-12-27,436,25,Returned
2967,2022-08-17,31,10,Cancelled
2968,2023-12-07,661,10,Completed
2969,2023-08-05,99,30,Completed
2970,2025-12-13,800,14,Completed
2971,2023-01-19,370,15,Completed
2972,2025-11-22,624,53,Completed
2973,2024-07-28,64,1,Completed
2974,2025-05-19,386,50,Completed
2975,2024-11-02,303,4,Completed
2976,2024-12-31,715,7,Completed
2977,2023-06-26,44,24,Returned
2978,2025-06-26,268,46,Completed
2979,2025-11-04,267,48,Completed
2980,2022-11-07,348,18,Completed
2981,2025-11-18,188,25,Cancelled
2982,2022-11-27,539,16,Completed
2983,2022-10-16,8,22,Completed
2984,2023-10-19,732,43,Completed
2985,2025-07-12,563,15,Completed
2986,2025-07-10,788,2,Completed
2987,2025-01-14,302,42,Completed
2988,2023-05-13,335,40,Completed
2989,2025-09-23,357,45,Inprogress
2990,2024-09-12,308,23,Completed
2991,2024-07-02,829,27,Completed
2992,2023-04-19,538,26,Completed
2993,2023-04-18,725,21,Completed
2994,2022-05-25,303,1,Completed
2995,2024-09-16,769,37,Completed
2996,2025-02-02,447,23,Completed
2997,2025-06-02,89,9,Returned
2998,2022-03-01,496,14,Returned
2999,2024-10-04,518,42,Completed
3000,2024-06-20,215,49,Cancelled
3001,2025-04-03,481,37,Completed
3002,2022-08-19,157,46,Completed
3003,2025-02-25,407,23,Completed
3004,2024-03-03,355,43,Returned
3005,2022-04-19,687,3,Completed
3006,2023-01-10,438,42,Completed
3007,2025-06-13,667,13,Completed
3008,2024-02-19,617,36,Completed
3009,2025-03-11,295,7,Inprogress
3010,2022-12-08,762,44,Completed
3011,2024-09-03,418,19,Completed
3012,2025-05-12,683,34,Completed
3013,2025-09-17,366,23,Completed
3014,2022-10-12,221,25,Completed
3015,2025-07-29,892,12,Completed
3016,2023-10-14,267,51,Completed
3017,2022-11-30,53,50,Returned
3018,2024-03-09,332,7,Completed
3019,2022-05-27,870,29,Completed
3020,2024-05-11,352,49,Completed
3021,2024-04-26,117,42,Completed
3022,2022-10-22,715,34,Completed
3023,2023-06-20,213,21,Completed
3024,2023-12-04,531,27,Completed
3025,2023-12-03,53,37,Completed
3026,2024-02-10,859,47,Completed
3027,2023-01-11,314,42,Completed
3028,2024-01-29,427,1,Completed
3029,2022-10-09,3,2,Completed
3030,2024-07-12,893,27,Returned
3031,2023-11-10,496,50,Completed
3032,2025-05-11,398,48,Completed
3033,2022-02-23,785,25,Completed
3034,2023-11-13,314,53,Completed
3035,2025-04-30,317,38,Completed
3036,2022-05-22,689,37,Completed
3037,2024-08-22,303,39,Returned
3038,2025-05-07,631,26,Completed
3039,2022-03-13,592,18,Completed
3040,2022-02-10,695,23,Completed
3041,2023-11-28,352,19,Completed
3042,2023-04-02,39,35,Completed
3043,2023-07-19,813,30,Completed
3044,2023-06-28,222,54,Inprogress
3045,2025-10-14,209,45,Returned
3046,2025-01-30,722,28,Completed
3047,2023-05-21,55,33,Completed
3048,2025-12-28,481,32,Completed
3049,2022-10-16,820,51,Completed
3050,2025-03-09,729,49,Completed
3051,2022-03-28,747,4,Cancelled
3052,2024-07-06,137,9,Completed
3053,2023-05-08,277,6,Cancelled
3054,2025-08-07,501,17,Completed
3055,2024-07-31,894,33,Completed
3056,2023-03-06,320,27,Completed
3057,2023-12-07,197,45,Completed
3058,2023-12-05,650,21,Completed
3059,2025-02-01,387,32,Completed
3060,2023-04-09,890,50,Completed
3061,2024-10-26,501,3,Completed
3062,2023-09-30,397,22,Completed
3063,2023-11-20,453,30,Returned
3064,2024-12-08,697,14,Completed
3065,2023-11-05,199,2,Returned
3066,2024-06-09,26,31,Completed
3067,2024-04-02,209,40,Returned
3068,2024-03-05,874,43,Completed
3069,2024-05-04,861,4,Completed
3070,2023-10-20,251,40,Completed
3071,2022-07-15,590,9,Inprogress
3072,2024-05-25,842,41,Completed
3073,2022-11-01,109,36,Completed
3074,2024-06-19,498,30,Completed
3075,2025-09-01,866,32,Cancelled
3076,2024-10-09,11,20,Completed
3077,2022-10-26,462,50,Completed
3078,2024-09-24,728,30,Completed
3079,2025-07-13,723,12,Completed
3080,2023-10-20,488,23,Completed
3081,2024-04-14,524,35,Returned
3082,2022-02-24,492,38,Completed
3083,2025-08-19,455,22,Returned
3084,2023-08-25,302,47,Completed
3085,2023-11-23,263,30,Completed
3086,2024-10-12,277,6,Completed
3087,2023-12-31,80,25,Completed
3088,2023-04-06,562,37,Completed
3089,2024-07-25,106,37,Completed
3090,2022-03-28,428,45,Completed
3091,2024-08-20,111,38,Completed
3092,2023-12-12,889,28,Returned
3093,2023-08-15,321,52,Completed
3094,2023-04-01,722,42,Inprogress
3095,2022-08-08,32,29,Completed
3096,2022-10-04,407,7,Completed
3097,2024-12-25,578,23,Completed
3098,2022-11-19,536,51,Returned
3099,2023-09-26,513,15,Inprogress
3100,2024-04-26,186,51,Inprogress
3101,2024-10-01,462,40,Completed
3102,2025-08-12,665,51,Inprogress
3103,2024-12-02,110,35,Completed
3104,2022-12-14,799,11,Inprogress
3105,2022-03-03,412,43,Completed
3106,2024-11-15,828,44,Completed
3107,2024-09-27,140,5,Completed
3108,2022-01-26,683,21,Completed
3109,2024-12-01,723,21,Completed
3110,2025-03-19,636,44,Completed
3111,2023-08-12,423,48,Completed
3112,2022-03-25,308,8,Completed
3113,2024-05-31,418,29,Cancelled
3114,2022-01-10,553,29,Cancelled
3115,2025-03-24,306,50,Completed
3116,2024-02-26,526,2,Completed
3117,2023-03-30,78,43,Cancelled
3118,2025-06-29,774,29,Cancelled
3119,2025-07-06,421,50,Cancelled
3120,2022-09-05,307,49,Returned
3121,2025-12-11,41,35,Returned
3122,2025-12-19,562,13,Completed
3123,2025-12-03,7,43,Completed
3124,2023-03-02,336,11,Completed
3125,2023-08-04,423,1,Completed
3126,2023-05-13,685,36,Completed
3127,2023-06-10,775,25,Completed
3128,2023-03-22,436,14,Returned
3129,2023-10-05,432,38,Completed
3130,2023-09-10,804,45,Completed
3131,2022-04-26,719,36,Completed
3132,2023-05-25,555,53,Completed
3133,2022-02-25,736,7,Completed
3134,2023-09-19,867,5,Completed
3135,2023-11-01,893,44,Completed
3136,2023-08-24,465,38,Completed
3137,2022-02-03,286,27,Completed
3138,2023-09-02,336,48,Returned
3139,2024-03-04,691,29,Completed
3140,2023-08-04,566,21,Completed
3141,2024-06-22,622,26,Completed
3142,2025-05-16,158,47,Completed
3143,2025-03-05,652,16,Completed
3144,2023-02-17,244,42,Completed
3145,2022-09-19,556,5,Completed
3146,2025-02-21,882,51,Inprogress
3147,2022-01-03,703,42,Completed
3148,2022-01-19,604,42,Completed
3149,2023-12-01,176,44,Cancelled
3150,2022-03-07,891,9,Cancelled
3151,2025-03-15,569,36,Completed
3152,2025-08-07,244,46,Completed
3153,2024-06-18,1,1,Completed
3154,2023-09-22,704,27,Completed
3155,2024-05-02,392,13,Completed
3156,2025-08-23,866,14,Completed
3157,2025-12-10,84,20,Completed
3158,2025-05-08,335,2,Returned
3159,2024-05-24,166,33,Completed
3160,2025-10-17,732,50,Completed
3161,2022-01-28,632,3,Completed
3162,2024-03-01,875,45,Completed
3163,2023-04-01,492,18,Completed
3164,2024-05-12,610,28,Completed
3165,2024-06-09,689,41,Completed
3166,2024-09-19,541,54,Completed
3167,2023-12-23,788,11,Returned
3168,2023-04-21,779,19,Completed
3169,2022-07-16,167,44,Completed
3170,2025-02-27,685,18,Cancelled
3171,2024-02-25,113,42,Completed
3172,2025-03-11,351,16,Completed
3173,2025-04-02,208,54,Completed
3174,2024-03-28,612,43,Completed
3175,2023-03-03,671,19,Completed
3176,2023-04-03,613,10,Completed
3177,2025-03-12,321,27,Completed
3178,2024-05-26,299,41,Completed
3179,2023-02-28,81,22,Completed
3180,2023-12-16,433,38,Returned
3181,2025-08-15,384,22,Completed
3182,2022-07-13,49,36,Returned
3183,2024-06-12,637,53,Completed
3184,2022-05-23,122,5,Completed
3185,2022-11-05,653,37,Completed
3186,2024-09-13,745,7,Completed
3187,2024-12-25,392,36,Completed
3188,2025-12-06,885,14,Completed
3189,2024-04-02,708,15,Completed
3190,2022-02-27,113,24,Completed
3191,2024-08-07,342,9,Completed
3192,2025-08-17,356,9,Completed
3193,2023-01-28,378,39,Completed
3194,2025-04-06,546,27,Completed
3195,2025-12-26,164,48,Completed
3196,2023-05-24,122,44,Completed
3197,2024-06-07,524,20,Completed
3198,2023-12-10,894,7,Completed
3199,2023-08-10,545,29,Completed
3200,2025-05-17,41,44,Completed
3201,2023-06-08,521,39,Completed
3202,2024-12-27,313,40,Completed
3203,2025-04-07,266,32,Completed
3204,2022-03-21,238,21,Completed
3205,2023-12-22,4,45,Completed
3206,2024-01-12,429,4,Completed
3207,2022-05-17,336,14,Completed
3208,2023-01-26,207,6,Completed
3209,2025-05-13,199,12,Returned
3210,2024-08-24,508,6,Completed
3211,2024-03-26,535,9,Completed
3212,2024-09-18,779,40,Completed
3213,2022-02-16,381,7,Completed
3214,2025-04-30,619,53,Completed
3215,2024-10-23,573,14,Completed
3216,2023-10-02,514,54,Completed
3217,2022-06-15,434,20,Inprogress
3218,2023-03-02,788,2,Returned
3219,2022-01-14,181,8,Completed
3220,2024-08-09,797,19,Completed
3221,2024-04-26,528,41,Completed
3222,2024-01-05,884,19,Inprogress
3223,2023-08-09,142,49,Completed
3224,2024-07-06,729,23,Inprogress
3225,2022-06-28,843,24,Completed
3226,2024-07-09,395,53,Inprogress
3227,2024-10-25,299,47,Completed
3228,2024-12-07,468,27,Completed
3229,2022-04-17,675,49,Completed
3230,2024-12-06,856,20,Completed
3231,2022-12-15,249,30,Completed
3232,2024-06-23,320,21,Completed
3233,2022-07-28,523,11,Returned
3234,2024-03-16,541,53,Completed
3235,2023-07-22,307,40,Completed
3236,2025-05-19,880,5,Completed
3237,2025-07-30,565,14,Returned
3238,2022-03-06,728,14,Completed
3239,2022-04-29,641,32,Completed
3240,2022-10-27,817,25,Cancelled
3241,2023-06-01,497,12,Completed
3242,2023-10-01,511,28,Returned
3243,2024-12-23,315,6,Inprogress
3244,2023-02-04,632,14,Completed
3245,2025-01-13,750,32,Completed
3246,2025-05-30,222,36,Completed
3247,2024-09-13,553,2,Completed
3248,2023-08-31,867,27,Returned
3249,2024-02-03,801,26,Completed
3250,2025-01-24,872,19,Completed
3251,2025-10-26,700,12,Completed
3252,2024-06-13,118,44,Cancelled
3253,2022-06-24,205,14,Cancelled
3254,2025-10-02,51,46,Completed
3255,2025-02-09,588,11,Completed
3256,2022-05-30,742,16,Cancelled
3257,2024-08-22,43,44,Completed
3258,2022-05-04,339,2,Completed
3259,2024-05-03,20,31,Cancelled
3260,2023-04-26,594,29,Completed
3261,2023-10-12,780,53,Completed
3262,2025-09-07,759,52,Completed
3263,2022-05-13,302,42,Completed
3264,2022-04-04,631,31,Completed
3265,2024-07-09,212,24,Completed
3266,2022-11-16,644,52,Completed
3267,2023-01-24,735,25,Completed
3268,2023-05-12,702,27,Cancelled
3269,2022-04-24,167,27,Completed
3270,2022-10-01,639,11,Completed
3271,2025-08-17,6,35,Completed
3272,2025-09-16,557,46,Completed
3273,2025-01-09,540,12,Completed
3274,2025-06-14,515,44,Returned
3275,2023-11-28,563,9,Completed
3276,2023-12-29,750,14,Completed
3277,2024-01-24,477,32,Inprogress
3278,2025-11-06,885,47,Completed
3279,2022-11-30,95,8,Completed
3280,2024-01-22,281,51,Completed
3281,2023-02-16,582,16,Completed
3282,2025-02-05,790,54,Completed
3283,2025-11-07,150,19,Completed
3284,2022-08-15,753,42,Completed
3285,2024-06-15,539,51,Completed
3286,2022-03-24,126,1,Completed
3287,2024-10-24,161,18,Completed
3288,2023-08-18,746,24,Completed
3289,2025-08-08,806,8,Returned
3290,2022-02-03,580,40,Completed
3291,2025-06-12,552,52,Completed
3292,2025-06-22,285,34,Completed
3293,2023-11-28,883,14,Completed
3294,2023-07-14,224,42,Completed
3295,2023-11-09,897,45,Completed
3296,2023-05-09,367,43,Completed
3297,2023-02-17,801,40,Completed
3298,2022-06-26,281,41,Returned
3299,2023-03-24,856,31,Completed
3300,2025-08-15,535,25,Completed
3301,2022-08-19,225,20,Completed
3302,2022-10-24,710,33,Completed
3303,2022-09-12,221,52,Inprogress
3304,2022-01-29,33,28,Completed
3305,2023-06-24,785,16,Inprogress
3306,2024-04-06,789,37,Completed
3307,2024-03-14,306,5,Completed
3308,2022-11-12,760,54,Returned
3309,2022-12-22,785,24,Returned
3310,2022-10-24,826,20,Returned
3311,2023-05-15,682,19,Completed
3312,2024-03-08,336,5,Completed
3313,2023-07-08,648,50,Completed
3314,2023-05-13,694,10,Completed
3315,2024-07-06,101,11,Cancelled
3316,2023-03-14,513,24,Completed
3317,2022-07-28,782,14,Completed
3318,2025-01-29,27,13,Completed
3319,2023-02-18,190,23,Completed
3320,2023-03-06,111,41,Cancelled
3321,2023-12-19,49,16,Completed
3322,2024-05-05,70,36,Returned
3323,2023-03-23,617,13,Completed
3324,2022-05-04,199,43,Completed
3325,2024-01-08,297,16,Inprogress
3326,2024-07-21,299,37,Completed
3327,2023-08-23,795,46,Completed
3328,2024-12-07,100,43,Inprogress
3329,2022-12-22,15,15,Completed
3330,2023-04-24,89,18,Completed
3331,2022-05-08,145,40,Cancelled
3332,2025-04-09,647,11,Completed
3333,2022-12-28,241,11,Completed
3334,2024-06-01,304,10,Completed
3335,2022-12-07,207,31,Inprogress
3336,2022-06-02,813,35,Completed
3337,2022-12-13,834,43,Completed
3338,2024-05-21,378,30,Completed
3339,2025-11-04,369,1,Completed
3340,2023-05-30,435,5,Completed
3341,2024-02-26,339,44,Completed
3342,2024-10-31,451,54,Completed
3343,2024-10-20,863,17,Completed
3344,2025-04-14,474,23,Completed
3345,2025-05-02,380,14,Completed
3346,2025-03-29,493,28,Completed
3347,2023-08-12,546,17,Completed
3348,2024-08-09,558,19,Completed
3349,2022-11-15,812,9,Completed
3350,2023-02-19,168,29,Cancelled
3351,2022-08-16,621,5,Completed
3352,2024-04-03,239,14,Completed
3353,2023-01-01,2,53,Returned
3354,2025-06-18,210,54,Returned
3355,2023-03-18,487,30,Returned
3356,2022-11-28,631,26,Completed
3357,2025-11-11,307,19,Cancelled
3358,2022-03-07,793,39,Completed
3359,2023-02-06,350,12,Completed
3360,2022-02-09,423,25,Completed
3361,2023-03-24,768,44,Completed
3362,2024-07-14,649,36,Returned
3363,2025-01-20,172,24,Completed
3364,2025-12-01,375,28,Completed
3365,2025-03-05,614,39,Inprogress
3366,2025-02-27,108,21,Completed
3367,2024-10-19,847,8,Completed
3368,2022-06-13,411,23,Completed
3369,2023-06-18,440,38,Completed
3370,2024-01-07,782,18,Completed
3371,2023-11-17,757,33,Completed
3372,2025-12-17,63,21,Completed
3373,2023-08-11,757,51,Completed
3374,2022-11-03,417,24,Returned
3375,2022-07-27,324,24,Completed
3376,2025-01-16,483,33,Completed
3377,2024-04-01,58,6,Completed
3378,2024-04-16,260,42,Completed
3379,2023-07-02,855,21,Completed
3380,2023-01-12,236,38,Completed
3381,2023-02-02,429,3,Completed
3382,2023-11-15,700,8,Inprogress
3383,2024-08-24,82,4,Completed
3384,2025-07-24,26,51,Completed
3385,2024-09-02,52,28,Completed
3386,2022-03-29,510,6,Completed
3387,2024-08-29,792,28,Completed
3388,2024-07-14,786,22,Completed
3389,2023-06-03,855,42,Completed
3390,2023-08-17,559,6,Completed
3391,2024-12-31,871,51,Completed
3392,2022-12-19,412,10,Cancelled
3393,2023-10-16,655,51,Completed
3394,2023-06-07,776,7,Returned
3395,2022-03-25,129,4,Completed
3396,2023-11-26,603,40,Completed
3397,2023-12-27,749,1,Completed
3398,2022-01-13,631,39,Completed
3399,2025-05-06,308,46,Completed
3400,2024-07-08,747,11,Completed
3401,2022-08-24,728,45,Completed
3402,2024-10-04,70,12,Completed
3403,2024-08-12,87,50,Completed
3404,2023-10-09,199,48,Completed
3405,2023-03-09,809,51,Completed
3406,2023-01-24,692,10,Completed
3407,2022-10-02,210,43,Completed
3408,2022-09-05,113,1,Completed
3409,2022-05-28,756,25,Completed
3410,2023-03-10,853,33,Cancelled
3411,2025-11-10,467,31,Completed
3412,2025-01-11,141,27,Returned
3413,2025-01-21,112,4,Completed
3414,2023-08-06,199,40,Completed
3415,2025-01-09,443,4,Returned
3416,2022-04-04,239,2,Completed
3417,2023-07-23,815,9,Completed
3418,2024-07-08,514,32,Completed
3419,2024-03-12,137,31,Completed
3420,2025-05-22,160,13,Completed
3421,2022-07-03,420,4,Completed
3422,2023-08-11,656,34,Completed
3423,2023-05-22,679,21,Completed
3424,2023-02-26,393,54,Completed
3425,2022-07-06,224,18,Completed
3426,2023-07-22,748,47,Completed
3427,2022-03-02,284,33,Completed
3428,2025-11-07,198,29,Completed
3429,2025-03-18,821,1,Completed
3430,2025-12-31,741,31,Completed
3431,2023-02-20,474,50,Completed
3432,2022-07-05,264,25,Completed
3433,2024-10-29,485,15,Completed
3434,2023-03-27,218,28,Completed
3435,2022-03-27,146,36,Completed
3436,2024-09-02,736,2,Completed
3437,2024-02-15,108,45,Returned
3438,2025-07-05,649,51,Returned
